,x
2141,1.159
2142,0.947
2143,0.437
2144,1.698
2145,0.495
2146,0.615
2147,0.906
2148,0.529
2149,0.817
2150,1.803
2151,0.042
2152,0.413
2153,0.686
2154,4.291
2155,0.419
2156,0.916
2157,0.454
2158,0.579
2159,0.471
2160,1.261
2161,0.803
2162,0.292
2163,0.471
2164,0.396
2165,0.359
2166,1.742
2167,0.654
2168,1.447
2169,0.74
2170,1.011
2171,0.457
2172,0.328
2173,0.238
2174,0.841
2175,2.14
2176,1.061
2177,0.371
2178,0.163
2179,1.39
2180,0.425
2181,0.886
2182,0.65
2183,0.464
2184,0.297
2185,0.264
2186,1.79
2187,0.541
2188,0.351
2189,1.531
2190,0.401
2191,1.044
2192,0.739
2193,0.766
2194,1.092
2195,0.899
2196,0.312
2197,0.514
2198,0.589
2199,0.882
2200,0.919
2201,0.992
2202,1.858
2203,0.285
2204,0.51
2205,1.068
2206,1.622
2207,0.495
2208,0.458
2209,0.544
2210,0.268
2211,0.537
2212,0.644
2213,1.198
2214,0.514
2215,0.574
2216,0.21
2217,1.311
2218,0.444
2219,0.795
2220,0.886
2221,0.537
2222,0.438
2223,1.315
2224,1.255
2225,0.451
2226,0.317
2227,1.431
2228,0.75
2229,1.639
2230,0.985
2231,0.765
2232,0.54
2233,0.414
2234,1.125
2235,0.348
2236,0.754
2237,0.473
2238,0.509
2239,0.259
2240,0.338
2241,0.642
2242,0.517
2243,1.256
2244,1.997
2245,1.49
2246,0.655
2247,0.743
2248,0.79
2249,0.425
2250,0.483
2251,0.392
2252,1
2253,1.071
2254,1.041
2255,0.254
2256,0.557
2257,0.349
2258,0.404
2259,1.211
2260,0.532
2261,0.535
2262,0.487
2263,1.889
2264,1.035
2265,0.826
2266,0.23
2267,2.015
2268,0.505
2269,1.138
2270,0.62
2271,0.672
2272,0.39
2273,0.393
2274,0.52
2275,0.694
2276,1.655
2277,0.491
2278,0.201
2279,0.784
2280,0.657
2281,0.684
2282,0.542
2283,0.245
2284,1.441
2285,0.408
2286,0.87
2287,0.432
2288,0.262
2289,1.235
2290,0.411
2291,1.28
2292,0.887
2293,0.598
2294,1.079
2295,0.31
2296,1.171
2297,0.889
2298,0.809
2299,1.013
2300,0.328
2301,1.608
2302,0.434
2303,1.726
2304,0.491
2305,0.386
2306,1.894
2307,0.784
2308,0.908
2309,1.153
2310,1.985
2311,1.292
2312,1.704
2313,0.517
2314,0.401
2315,0.906
2316,0.58
2317,0.842
2318,0.386
2319,0.407
2320,0.423
2321,0.56
2322,1.025
2323,0.807
2324,0.458
2325,0.375
2326,0.735
2327,1.666
2328,0.921
2329,0.443
2330,0.542
2331,0.264
2332,1.027
2333,1.363
2334,0.386
2335,0.769
2336,0.3
2337,1.557
2338,1.337
2339,0.643
2340,0.843
2341,0.989
2342,1.001
2343,1.615
2344,1.434
2345,2.178
2346,0.468
2347,0.733
2348,0.367
2349,0.834
2350,0.413
2351,0.545
2352,0.73
2353,1.374
2354,0.822
2355,0.588
2356,1.204
2357,0.344
2358,0.561
2359,0.379
2360,1.232
2361,1.689
2362,0.343
2363,0.798
2364,0.456
2365,0.799
2366,0.451
2367,0.32
2368,0.425
2369,0.463
2370,0.302
2371,0.824
2372,0.556
2373,0.58
2374,0.353
2375,0.386
2376,1.442
2377,0.54
2378,0.701
2379,1.197
2380,0.466
2381,0.639
2382,1.155
2383,0.404
2384,0.742
2385,0.516
2386,0.212
2387,0.576
2388,0.081
2389,0.616
2390,0.276
2391,0.648
2392,0.382
2393,0.603
2394,0.368
2395,2.163
2396,0.96
2397,1.283
2398,1.078
2399,0.464
2400,0.34
2401,0.36
2402,0.544
2403,1.228
2404,0.632
2405,0.312
2406,1.427
2407,0.31
2408,0.98
2409,1.104
2410,0.744
2411,1.139
2412,1.878
2413,0.834
2414,0.569
2415,0.481
2416,0.934
2417,1.292
2418,1.268
2419,1.286
2420,1.672
2421,0.432
2422,0.036
2423,0.803
2424,2.044
2425,1.285
2426,0.432
2427,0.443
2428,1.614
2429,0.767
2430,0.844
2431,2.109
2432,1.434
2433,1.36
2434,0.509
2435,0.346
2436,0.641
2437,0.572
2438,0.531
2439,0.676
2440,0.283
2441,0.532
2442,0.57
2443,0.348
2444,1.659
2445,0.599
2446,1.101
2447,1.643
2448,0.631
2449,0.356
2450,1.155
2451,0.598
2452,0.685
2453,0.264
2454,0.682
2455,0.395
2456,0.571
2457,0.478
2458,0.727
2459,0.704
2460,0.603
2461,1.384
2462,1.524
2463,0.663
2464,0.541
2465,0.553
2466,0.333
2467,0.6
2468,0.845
2469,0.367
2470,0.259
2471,1.048
2472,0.498
2473,0.699
2474,0.503
2475,0.878
2476,2.032
2477,0.254
2478,0.883
2479,0.317
2480,0.423
2481,0.354
2482,0.218
2483,1.944
2484,0.591
2485,1.171
2486,1.442
2487,1.713
2488,0.977
2489,0.393
2490,0.371
2491,0.396
2492,0.652
2493,0.605
2494,0.676
2495,0.32
2496,1.283
2497,0.624
2498,0.75
2499,1.686
2500,1.201
2501,0.863
2502,1.314
2503,0.786
2504,1.685
2505,0.485
2506,2.094
2507,0.432
2508,0.273
2509,1.131
2510,1.097
2511,0.755
2512,0.364
2513,0.882
2514,0.679
2515,1.134
2516,0.32
2517,0.595
2518,0.488
2519,1.131
2520,1.433
2521,1.596
2522,0.798
2523,0.674
2524,0.398
2525,0.417
2526,1.907
2527,0.335
2528,0.443
2529,0.234
2530,0.508
2531,0.744
2532,1.144
2533,0.822
2534,1.264
2535,0.248
2536,1.006
2537,0.386
2538,0.65
2539,0.999
2540,0.769
2541,0.518
2542,0.665
2543,0.315
2544,0.448
2545,1.439
2546,0.578
2547,0.743
2548,0.262
2549,0.586
2550,0.565
2551,0.621
2552,0.7
2553,0.928
2554,0.243
2555,0.749
2556,0.921
2557,0.896
2558,0.297
2559,1.511
2560,0.292
2561,0.682
2562,0.454
2563,0.508
2564,0.728
2565,0.55
2566,1.125
2567,0.878
2568,0.518
2569,1.125
2570,0.327
2571,0.535
2572,0.891
2573,0.848
2574,0.684
2575,0.687
2576,1.086
2577,0.254
2578,1.326
2579,0.62
2580,0.45
2581,1.83
2582,1.379
2583,0.522
2584,0.283
2585,1.506
2586,0.529
2587,0.336
2588,0.517
2589,0.546
2590,0.572
2591,0.362
2592,1.032
2593,0.509
2594,0.49
2595,0.381
2596,1.322
2597,0.603
2598,0.444
2599,0.647
2600,0.713
2601,0.367
2602,0.509
2603,0.348
2604,1.258
2605,0.074
2606,1.28
2607,1.957
2608,0.976
2609,0.399
2610,0.499
2611,0.74
2612,0.847
2613,0.375
2614,0.915
2615,0.59
2616,1.147
2617,1.21
2618,0.683
2619,0.505
2620,1.105
2621,0.501
2622,1.145
2623,0.438
2624,0.505
2625,0.596
2626,1.155
2627,1.548
2628,0.756
2629,1.469
2630,1.199
2631,1.113
2632,0.513
2633,0.917
2634,0.625
2635,1.061
2636,0.386
2637,0.184
2638,1.178
2639,0.737
2640,1.156
2641,0.356
2642,0.413
2643,0.771
2644,0.536
2645,0.953
2646,0.61
2647,1.061
2648,0.262
2649,0.683
2650,1.18
2651,0.787
2652,0.969
2653,0.581
2654,0.627
2655,1.367
2656,0.522
2657,0.458
2658,1.096
2659,0.595
2660,0.688
2661,0.463
2662,0.405
2663,0.941
2664,0.362
2665,0.376
2666,0.707
2667,1.014
2668,0.931
2669,1.53
2670,0.923
2671,1.807
2672,1.157
2673,0.829
2674,1.133
2675,0.432
2676,0.492
2677,0.481
2678,0.937
2679,0.393
2680,1.248
2681,0.851
2682,0.701
2683,0.32
2684,0.731
2685,0.463
2686,1.207
2687,0.274
2688,0.657
2689,0.7
2690,0.322
2691,1.149
2692,2.45
2693,0.877
2694,0.624
2695,0.518
2696,1.859
2697,1.441
2698,0.698
2699,0.502
2700,1.569
2701,0.453
2702,1.881
2703,0.194
2704,0.422
2705,0.966
2706,0.327
2707,0.55
2708,1.135
2709,0.701
2710,0.914
2711,0.431
2712,1.256
2713,0.431
2714,0.996
2715,0.779
2716,0.62
2717,0.312
2718,1.053
2719,0.598
2720,1.591
2721,0.505
2722,0.931
2723,1.388
2724,0.451
2725,0.344
2726,1.025
2727,0.353
2728,0.512
2729,0.308
2730,1.331
2731,0.429
2732,0.641
2733,0.307
2734,1.103
2735,1.168
2736,0.509
2737,1.333
2738,0.969
2739,1.119
2740,1.374
2741,0.447
2742,0.553
2743,0.572
2744,0.878
2745,0.629
2746,0.536
2747,0.814
2748,0.435
2749,1.118
2750,0.55
2751,0.47
2752,0.34
2753,1.666
2754,0.731
2755,0.624
2756,1.4
2757,0.875
2758,0.307
2759,0.312
2760,0.463
2761,0.541
2762,0.7
2763,0.468
2764,0.596
2765,0.517
2766,0.212
2767,0.344
2768,0.387
2769,1.631
2770,0.419
2771,0.649
2772,0.297
2773,0.861
2774,0.889
2775,0.62
2776,1.062
2777,0.929
2778,0.236
2779,0.413
2780,0.46
2781,0.961
2782,1.291
2783,0.293
2784,0.985
2785,1.294
2786,1.256
2787,0.343
2788,0.509
2789,1.057
2790,0.946
2791,0.379
2792,0.542
2793,0.541
2794,0.359
2795,1.274
2796,1.918
2797,0.416
2798,0.411
2799,1.346
2800,0.456
2801,0.395
2802,0.307
2803,0.506
2804,0.264
2805,0.34
2806,0.338
2807,0.781
2808,0.3
2809,0.278
2810,0.709
2811,0.79
2812,0.557
2813,0.729
2814,0.044
2815,0.348
2816,0.584
2817,1.063
2818,0.867
2819,1.381
2820,0.448
2821,0.485
2822,0.641
2823,0.58
2824,0.964
2825,1.005
2826,0.448
2827,2.029
2828,0.614
2829,0.841
2830,0.647
2831,0.619
2832,1.535
2833,0.398
2834,0.434
2835,0.847
2836,0.322
2837,0.749
2838,0.445
2839,0.458
2840,1.101
2841,0.961
2842,0.973
2843,0.404
2844,0.854
2845,0.318
2846,0.473
2847,1.226
2848,0.165
2849,0.614
2850,0.908
2851,0.867
2852,1.131
2853,0.939
2854,0.194
2855,0.883
2856,0.49
2857,0.049
2858,1.311
2859,0.527
2860,0.18
2861,0.227
2862,0.344
2863,1.017
2864,0.457
2865,0.453
2866,0.293
2867,0.81
2868,0.293
2869,0.766
2870,0.438
2871,0.775
2872,0.619
2873,0.464
2874,0.721
2875,0.357
2876,1.072
2877,1.011
2878,0.731
2879,0.398
2880,0.803
2881,1.202
2882,1.022
2883,1.588
2884,0.605
2885,0.73
2886,0.457
2887,0.364
2888,0.771
2889,0.354
2890,2.303
2891,0.297
2892,0.216
2893,0.273
2894,0.45
2895,0.396
2896,0.219
2897,0.257
2898,0.924
2899,0.423
2900,0.328
2901,0.3
2902,0.793
2903,0.441
2904,0.946
2905,0.262
2906,0.614
2907,0.921
2908,1.464
2909,1.903
2910,1.287
2911,0.376
2912,0.7
2913,0.688
2914,0.491
2915,0.434
2916,0.546
2917,0.371
2918,0.473
2919,0.422
2920,0.613
2921,0.953
2922,0.387
2923,0.471
2924,0.463
2925,1.036
2926,0.461
2927,0.711
2928,1.34
2929,0.335
2930,0.491
2931,0.351
2932,0.622
2933,0.872
2934,0.958
2935,0.053
2936,0.487
2937,0.327
2938,0.718
2939,1.801
2940,0.585
2941,0.883
2942,1.767
2943,1.105
2944,0.548
2945,0.825
2946,0.387
2947,1.14
2948,1.233
2949,2.102
2950,0.756
2951,0.938
2952,0.937
2953,0.485
2954,0.774
2955,1.314
2956,0.588
2957,0.494
2958,1.407
2959,0.944
2960,0.556
2961,1.243
2962,1.67
2963,0.953
2964,0.879
2965,0.537
2966,0.535
2967,1.029
2968,0.349
2969,0.392
2970,1.593
2971,0.83
2972,0.37
2973,0.315
2974,0.349
2975,1.127
2976,0.565
2977,1.785
2978,0.531
2979,0.34
2980,0.518
2981,0.382
2982,0.631
2983,0.348
2984,0.516
2985,0.368
2986,0.642
2987,1.629
2988,0.764
2989,0.285
2990,0.56
2991,1.072
2992,0.468
2993,0.411
2994,0.541
2995,1.182
2996,0.608
2997,0.266
2998,0.245
2999,0.865
3000,0.974
3001,1.021
3002,0.223
3003,1.128
3004,1.607
3005,0.868
3006,1.319
3007,0.54
3008,1.005
3009,0.332
3010,0.365
3011,2.07
3012,0.248
3013,0.239
3014,0.614
3015,1.097
3016,1.467
3017,0.705
3018,0.729
3019,0.302
3020,1.537
3021,1.378
3022,0.423
3023,0.453
3024,0.719
3025,0.443
3026,0.448
3027,0.408
3028,0.583
3029,0.276
3030,0.356
3031,0.234
3032,0.297
3033,0.381
3034,0.286
3035,0.428
3036,0.839
3037,1.32
3038,0.557
3039,0.594
3040,1.152
3041,1.35
3042,0.545
3043,0.626
3044,0.535
3045,0.677
3046,0.461
3047,1.297
3048,0.658
3049,0.638
3050,0.663
3051,0.922
3052,0.288
3053,0.682
3054,0.79
3055,0.631
3056,1.627
3057,0.68
3058,0.404
3059,0.729
3060,0.112
3061,0.506
3062,0.531
3063,0.658
3064,0.313
3065,1.293
3066,1.325
3067,0.417
3068,1.017
3069,1.983
3070,0.862
3071,0.755
3072,0.376
3073,0.848
3074,0.531
3075,0.75
3076,0.683
3077,0.498
3078,1.557
3079,0.48
3080,0.245
3081,0.814
3082,0.308
3083,0.42
3084,1.158
3085,1.089
3086,0.65
3087,0.94
3088,2.405
3089,0.824
3090,0.658
3091,0.702
3092,0.558
3093,1.173
3094,0.658
3095,0.87
3096,1.334
3097,0.408
3098,0.376
3099,0.589
3100,0.616
3101,0.313
3102,0.687
3103,0.278
3104,0.589
3105,0.268
3106,0.392
3107,1.364
3108,0.317
3109,0.84
3110,0.445
3111,0.312
3112,0.907
3113,0.494
3114,0.908
3115,1.032
3116,0.611
3117,0.565
3118,1.096
3119,0.32
3120,1.146
3121,0.989
3122,1.056
3123,0.566
3124,0.815
3125,0.473
3126,0.288
3127,0.976
3128,0.834
3129,0.312
3130,0.952
3131,0.537
3132,1.072
3133,0.81
3134,0.773
3135,1.386
3136,1.145
3137,1.218
3138,0.492
3139,0.498
3140,0.281
3141,0.516
3142,0.516
3143,0.931
3144,1.725
3145,0.471
3146,0.332
3147,0.63
3148,0.798
3149,0.422
3150,0.241
3151,0.338
3152,1.016
3153,0.404
3154,0.404
3155,2.193
3156,0.606
3157,0.471
3158,1.427
3159,0.54
3160,0.989
3161,2.692
3162,0.627
3163,0.902
3164,0.805
3165,0.42
3166,0.262
3167,0.292
3168,1.267
3169,0.955
3170,1.139
3171,0.323
3172,0.46
3173,0.46
3174,0.292
3175,0.354
3176,1.128
3177,0.522
3178,0.473
3179,0.746
3180,0.416
3181,1.594
3182,1.415
3183,0.976
3184,0.62
3185,0.528
3186,0.313
3187,1.052
3188,0.416
3189,0.734
3190,0.821
3191,0.635
3192,1.146
3193,1.45
3194,0.524
3195,0.925
3196,0.393
3197,0.981
3198,0.184
3199,0.221
3200,0.553
3201,1.054
3202,1.071
3203,0.758
3204,1.063
3205,0.327
3206,0.283
3207,0.367
3208,1.038
3209,0.824
3210,0.428
3211,1.537
3212,0.348
3213,0.878
3214,1.209
3215,0.574
3216,0.655
3217,1.033
3218,0.725
3219,1.461
3220,0.375
3221,0.368
3222,0.295
3223,0.931
3224,0.517
3225,0.395
3226,0.787
3227,0.356
3228,1.301
3229,0.535
3230,0.655
3231,0.898
3232,0.975
3233,1.24
3234,0.384
3235,0.39
3236,1.055
3237,0.238
3238,0.74
3239,0.743
3240,0.931
3241,0.667
3242,0.904
3243,0.411
3244,0.516
3245,0.375
3246,0.362
3247,0.396
3248,0.344
3249,1.158
3250,0.379
3251,0.608
3252,0.692
3253,0.298
3254,2.13
3255,1.85
3256,0.426
3257,0.315
3258,0.285
3259,0.411
3260,0.989
3261,0.663
3262,0.398
3263,0.364
3264,1.107
3265,1.163
3266,1.536
3267,0.28
3268,0.874
3269,0.776
3270,1.092
3271,1.018
3272,0.268
3273,0.54
3274,1.177
3275,0.572
3276,1.241
3277,1.119
3278,0.823
3279,0.497
3280,0.962
3281,0.41
3282,0.464
3283,0.343
3284,0.542
3285,0.781
3286,0.688
3287,1.043
3288,0.514
3289,1.256
3290,1.134
3291,0.451
3292,1.862
3293,0.327
3294,0.295
3295,0.47
3296,1.35
3297,2.052
3298,0.578
3299,0.332
3300,0.49
3301,0.312
3302,0.55
3303,0.652
3304,1.139
3305,0.298
3306,0.375
3307,1.104
3308,0.343
3309,0.476
3310,0.502
3311,0.318
3312,1.09
3313,0.639
3314,0.353
3315,0.776
3316,0.44
3317,0.435
3318,1.795
3319,0.731
3320,0.502
3321,0.783
3322,0.997
3323,0.674
3324,0.829
3325,1.332
3326,0.767
3327,0.463
3328,1.018
3329,1.241
3330,0.48
3331,0.891
3332,0.845
3333,1.047
3334,0.791
3335,0.61
3336,0.467
3337,1.625
3338,0.72
3339,0.676
3340,1.076
3341,0.276
3342,0.783
3343,0.783
3344,1.32
3345,0.955
3346,1.489
3347,0.574
3348,0.322
3349,0.451
3350,1.118
3351,0.437
3352,0.517
3353,0.813
3354,0.368
3355,0.613
3356,0.451
3357,0.774
3358,1.196
3359,0.644
3360,0.815
3361,0.317
3362,0.58
3363,0.788
3364,0.6
3365,0.454
3366,0.305
3367,1.363
3368,0.528
3369,1.348
3370,0.36
3371,0.297
3372,1.856
3373,0.413
3374,0.779
3375,0.664
3376,0.807
3377,0.54
3378,0.468
3379,0.333
3380,2.109
3381,0.399
3382,1.185
3383,1.19
3384,2.228
3385,1.545
3386,0.544
3387,0.262
3388,0.571
3389,0.29
3390,0.611
3391,0.922
3392,0.678
3393,0.783
3394,0.362
3395,0.939
3396,0.378
3397,0.238
3398,0.915
3399,0.591
3400,1.132
3401,0.464
3402,0.843
3403,0.844
3404,0.553
3405,0.368
3406,0.298
3407,0.353
3408,1.114
3409,0.812
3410,0.885
3411,0.286
3412,0.862
3413,0.48
3414,0.665
3415,1.086
3416,0.481
3417,0.812
3418,0.402
3419,0.881
3420,1.278
3421,1.328
3422,0.685
3423,2.133
3424,1.043
3425,0.931
3426,1.035
3427,1.142
3428,0.434
3429,1.347
3430,0.668
3431,1.061
3432,0.642
3433,0.476
3434,0.297
3435,0.58
3436,1.983
3437,0.596
3438,0.61
3439,0.528
3440,1.119
3441,1.254
3442,0.584
3443,0.471
3444,0.356
3445,0.847
3446,0.532
3447,2.031
3448,1.19
3449,0.274
3450,0.261
3451,0.574
3452,0.303
3453,0.579
3454,0.419
3455,0.533
3456,0.416
3457,0.824
3458,0.328
3459,0.542
3460,0.312
3461,0.364
3462,1.01
3463,0.691
3464,0.44
3465,0.536
3466,0.827
3467,0.884
3468,0.353
3469,0.506
3470,0.419
3471,0.55
3472,0.955
3473,0.635
3474,1.183
3475,1.28
3476,1.189
3477,0.278
3478,0.834
3479,0.963
3480,0.51
3481,0.608
3482,0.3
3483,0.61
3484,0.59
3485,0.199
3486,0.491
3487,0.544
3488,0.31
3489,0.428
3490,0.417
3491,0.618
3492,0.625
3493,0.484
3494,0.873
3495,0.221
3496,1.041
3497,0.327
3498,0.755
3499,0.461
3500,0.593
3501,1.093
3502,0.36
3503,0.771
3504,0.354
3505,0.517
3506,0.13
3507,0.599
3508,1.019
3509,0.537
3510,0.288
3511,0.535
3512,0.483
3513,1.291
3514,1.086
3515,0.221
3516,1.542
3517,0.317
3518,1.035
3519,0.876
3520,0.411
3521,1.387
3522,0.348
3523,0.488
3524,0.411
3525,0.887
3526,0.695
3527,0.982
3528,0.266
3529,0.445
3530,0.506
3531,0.789
3532,0.535
3533,0.169
3534,1.068
3535,0.464
3536,0.248
3537,1.495
3538,0.604
3539,0.297
3540,0.557
3541,0.976
3542,1.86
3543,0.702
3544,0.33
3545,1.045
3546,0.754
3547,0.223
3548,0.295
3549,1.356
3550,1.017
3551,0.445
3552,1.833
3553,0.61
3554,0.325
3555,1.135
3556,0.886
3557,0.557
3558,0.933
3559,0.644
3560,0.348
3561,0.378
3562,0.684
3563,1.147
3564,1.087
3565,1.05
3566,0.362
3567,0.554
3568,0.598
3569,0.448
3570,1.67
3571,0.594
3572,1.234
3573,1.181
3574,0.544
3575,0.75
3576,0.736
3577,0.674
3578,0.467
3579,1.191
3580,0.338
3581,0.512
3582,0.42
3583,0.627
3584,0.735
3585,2.495
3586,0.576
3587,0.548
3588,0.461
3589,0.401
3590,0.354
3591,0.335
3592,1.569
3593,1.291
3594,1.002
3595,0.378
3596,0.44
3597,0.554
3598,0.435
3599,0.505
3600,0.521
3601,0.748
3602,0.42
3603,2.294
3604,1.072
3605,1.367
3606,0.549
3607,0.393
3608,1.176
3609,0.747
3610,0.742
3611,0.545
3612,1.391
3613,0.468
3614,0.443
3615,0.969
3616,0.61
3617,2.342
3618,1.499
3619,0.709
3620,1.81
3621,0.763
3622,0.376
3623,0.845
3624,0.488
3625,0.386
3626,1.121
3627,0.815
3628,2.294
3629,0.514
3630,1.276
3631,0.901
3632,0.343
3633,0.643
3634,0.864
3635,0.812
3636,0.461
3637,1.171
3638,0.384
3639,0.437
3640,0.492
3641,1.502
3642,0.295
3643,0.594
3644,1.48
3645,0.654
3646,0.454
3647,0.458
3648,0.437
3649,0.648
3650,0.474
3651,0.995
3652,0.674
3653,1.079
3654,0.501
3655,0.428
3656,0.722
3657,1.51
3658,0.344
3659,0.441
3660,1.256
3661,1.049
3662,2.54
3663,0.791
3664,0.41
3665,0.654
3666,0.625
3667,1.541
3668,1.344
3669,0.884
3670,0.995
3671,0.492
3672,0.335
3673,0.683
3674,1.234
3675,0.417
3676,0.778
3677,0.438
3678,0.584
3679,0.581
3680,0.576
3681,1.241
3682,2.204
3683,0.499
3684,0.575
3685,0.857
3686,0.664
3687,0.271
3688,0.305
3689,0.878
3690,0.872
3691,0.466
3692,1.375
3693,0.411
3694,0.495
3695,1.83
3696,0.908
3697,0.837
3698,0.967
3699,0.354
3700,0.8
3701,0.521
3702,0.357
3703,0.539
3704,0.44
3705,0.637
3706,0.596
3707,0.749
3708,0.348
3709,1.759
3710,0.687
3711,1.065
3712,0.522
3713,0.921
3714,0.853
3715,0.402
3716,0.829
3717,1.772
3718,0.295
3719,0.41
3720,0.285
3721,0.594
3722,1.671
3723,0.722
3724,0.262
3725,1.499
3726,0.886
3727,0.435
3728,0.544
3729,0.578
3730,1.262
3731,1.042
3732,0.95
3733,1.382
3734,0.651
3735,0.234
3736,0.787
3737,0.531
3738,0.49
3739,0.248
3740,0.114
3741,0.575
3742,0.693
3743,0.481
3744,0.537
3745,0.67
3746,1.219
3747,1.453
3748,0.444
3749,0.491
3750,0.312
3751,0.476
3752,0.931
3753,0.603
3754,0.819
3755,0.315
3756,0.434
3757,0.725
3758,0.886
3759,0.451
3760,1.021
3761,0.471
3762,0.413
3763,0.42
3764,0.832
3765,0.467
3766,0.989
3767,0.384
3768,0.819
3769,0.808
3770,0.261
3771,0.437
3772,0.443
3773,0.842
3774,1.046
3775,1.353
3776,0.661
3777,0.734
3778,0.39
3779,0.273
3780,0.531
3781,0.664
3782,0.407
3783,0.522
3784,0.521
3785,0.842
3786,0.667
3787,0.376
3788,0.457
3789,0.74
3790,0.764
3791,1.499
3792,0.786
3793,1.037
3794,1.853
3795,0.41
3796,0.614
3797,0.199
3798,2.102
3799,0.579
3800,0.276
3801,0.824
3802,1.098
3803,0.579
3804,0.614
3805,0.7
3806,1.269
3807,0.49
3808,0.743
3809,1.346
3810,0.776
3811,0.63
3812,0.3
3813,0.618
3814,0.662
3815,0.285
3816,0.721
3817,0.281
3818,0.386
3819,0.58
3820,0.593
3821,0.484
3822,0.521
3823,0.414
3824,1.136
3825,0.466
3826,0.563
3827,0.667
3828,1.089
3829,0.468
3830,0.365
3831,0.491
3832,0.754
3833,0.52
3834,0.371
3835,1.179
3836,1.503
3837,0.487
3838,0.259
3839,0.44
3840,0.658
3841,1.609
3842,0.31
3843,0.662
3844,0.447
3845,0.816
3846,0.593
3847,0.367
3848,0.888
3849,1.348
3850,0.381
3851,0.865
3852,0.241
3853,1.057
3854,0.537
3855,1.183
3856,1.015
3857,0.645
3858,0.661
3859,0.746
3860,0.454
3861,0.484
3862,0.488
3863,0.529
3864,0.344
3865,0.502
3866,0.544
3867,0.328
3868,1.108
3869,0.422
3870,0.509
3871,0.796
3872,0.644
3873,1.291
3874,0.492
3875,0.596
3876,0.353
3877,2.504
3878,1.414
3879,0.724
3880,1.361
3881,0.627
3882,0.373
3883,0.635
3884,1.401
3885,0.47
3886,0.59
3887,1.24
3888,1.524
3889,0.488
3890,0.631
3891,0.485
3892,1.35
3893,0.741
3894,0.417
3895,0.578
3896,1.044
3897,0.636
3898,1.159
3899,0.434
3900,0.402
3901,0.37
3902,0.317
3903,0.527
3904,1.392
3905,0.305
3906,0.541
3907,0.422
3908,1.848
3909,1.123
3910,0.42
3911,0.722
3912,0.85
3913,1.057
3914,0.596
3915,0.872
3916,0.684
3917,0.859
3918,1.28
3919,1.79
3920,0.438
3921,1.267
3922,1.581
3923,1.367
3924,0.599
3925,1.308
3926,0.897
3927,0.789
3928,1.059
3929,0.658
3930,0.483
3931,0.336
3932,1.244
3933,0.891
3934,2.059
3935,1.283
3936,0.529
3937,2.482
3938,0.755
3939,0.658
3940,0.447
3941,0.333
3942,0.053
3943,0.378
3944,0.307
3945,0.54
3946,1.757
3947,1.118
3948,0.638
3949,0.323
3950,0.444
3951,0.532
3952,0.713
3953,1.137
3954,0.585
3955,1.23
3956,0.461
3957,0.404
3958,0.693
3959,0.742
3960,0.457
3961,0.595
3962,0.29
3963,0.552
3964,1.435
3965,0.426
3966,0.3
3967,0.484
3968,0.359
3969,1.027
3970,0.786
3971,1.028
3972,0.56
3973,0.68
3974,1.145
3975,0.398
3976,0.96
3977,1.874
3978,0.806
3979,0.759
3980,0.323
3981,0.972
3982,0.3
3983,0.359
3984,1.476
3985,0.652
3986,0.805
3987,1.163
3988,0.935
3989,1.298
3990,2.163
3991,0.891
3992,0.499
3993,1.086
3994,0.622
3995,0.338
3996,0.373
3997,0.65
3998,1.328
3999,0.271
4000,0.574
4001,0.286
4002,0.678
4003,0.843
4004,0.703
4005,1.651
4006,0.499
4007,1.363
4008,1.908
4009,1.394
4010,0.959
4011,0.679
4012,1.813
4013,1.824
4014,0.753
4015,0.784
4016,0.764
4017,1.385
4018,0.408
4019,0.365
4020,0.468
4021,0.79
4022,1.42
4023,0.34
4024,1.498
4025,1.531
4026,0.719
4027,0.588
4028,0.897
4029,0.308
4030,1.965
4031,0.773
4032,0.42
4033,0.626
4034,0.426
4035,0.307
4036,0.539
4037,0.378
4038,1.22
4039,0.417
4040,0.302
4041,0.52
4042,0.437
4043,0.937
4044,0.481
4045,0.835
4046,0.864
4047,1.999
4048,0.285
4049,0.72
4050,0.31
4051,0.969
4052,0.163
4053,2.009
4054,1.278
4055,0.667
4056,0.632
4057,0.14
4058,1.313
4059,0.565
4060,0.39
4061,0.163
4062,0.639
4063,0.336
4064,0.322
4065,0.312
4066,0.797
4067,0.7
4068,1.057
4069,0.514
4070,0.891
4071,0.705
4072,2.776
4073,0.502
4074,0.549
4075,0.264
4076,0.416
4077,0.682
4078,0.546
4079,0.423
4080,2.037
4081,0.977
4082,0.509
4083,0.865
4084,0.604
4085,0.529
4086,0.974
4087,0.856
4088,0.04
4089,0.69
4090,0.292
4091,1.131
4092,0.497
4093,0.951
4094,0.947
4095,0.696
4096,0.532
4097,0.353
4098,0.872
4099,2.236
4100,0.542
4101,1.406
4102,0.367
4103,0.52
4104,0.753
4105,0.353
4106,1.121
4107,0.856
4108,0.23
4109,0.782
4110,0.717
4111,0.443
4112,1.547
4113,0.395
4114,1.152
4115,0.498
4116,0.772
4117,0.348
4118,0.325
4119,0.589
4120,0.3
4121,0.603
4122,0.288
4123,0.7
4124,0.947
4125,0.292
4126,0.307
4127,0.387
4128,0.883
4129,0.529
4130,0.586
4131,0.848
4132,0.729
4133,1.004
4134,0.934
4135,0.341
4136,0.737
4137,0.527
4138,0.432
4139,0.528
