Transformation,PHA-L high accuracy,PHA-L low accuracy,Overall accuracy,Top 5 features
Robust scaler,79.54802259887006,92.76018099547511,86.1503674392312,"['B4galnt1: 0.0539', 'Stt3a: 0.047', 'Lfng: 0.0441', 'Chst12: 0.0391', 'Mgat2: 0.0356', 'Alg5: 0.0349', 'Galnt6: 0.0322', 'Dpm2: 0.0307', 'Galnt1: 0.0282', 'Sptlc2: 0.0273', 'Ncbp2: 0.0272', 'Gxylt1: 0.0251', 'Ogt: 0.0191', 'B3gnt2: 0.0191', 'St6galnac4: 0.0183', 'St3gal4: 0.0183', 'Chsy1: 0.0176', 'B3gat3: 0.0172', 'B3gnt2: 0.0158', 'Ugcg: 0.0158', 'B4galt1: 0.0147', 'St8sia4: 0.0145', 'Mfng: 0.0136', 'Colgalt1: 0.0127', 'Pofut2: 0.0124', 'Mgat1: 0.012']"
