Transformation,PHA-L high accuracy,PHA-L low accuracy,Overall accuracy,Top 5 features
Robust scaler,75.700935%,83.809524%,79.716981%,"['B4galnt1: 0.0949', 'Lfng: 0.0366', 'St3gal6: 0.0242', 'Sptlc2: 0.0225', 'Stt3a: 0.022', 'B3gnt2: 0.021', 'Mgat2: 0.0198', 'Galnt1: 0.0194', 'B3gnt2: 0.0193', 'Alg5: 0.0181', 'Ogt: 0.0177', 'St3gal4: 0.0177', 'B4galt1: 0.0176', 'Mfng: 0.0173', 'Galnt6: 0.017', 'Dpm2: 0.0154', 'St6galnac4: 0.0147', 'Fut8: 0.0145', 'Mgat1: 0.0145', 'Ugcg: 0.0139', 'St8sia6: 0.0133', 'Colgalt1: 0.0132', 'Ncbp2: 0.0129', 'Stt3b: 0.0115', 'St8sia4: 0.0113', 'Uggt1: 0.011']"
