Transformation,PHA-L high accuracy,PHA-L low accuracy,Overall accuracy,Top 5 features
Robust scaler,72.481828%,81.991525%,77.189303%,"['B4galnt1: 0.1208', 'Lfng: 0.0436', 'St3gal6: 0.0295', 'Sptlc2: 0.0261', 'Stt3a: 0.026', 'B3gnt2: 0.0245', 'Mgat2: 0.0238', 'B3gnt2: 0.0237', 'St3gal4: 0.0211', 'Galnt1: 0.0209', 'Alg5: 0.0207', 'B4galt1: 0.0203', 'Mfng: 0.0196', 'Ogt: 0.0184', 'Galnt6: 0.0181', 'Dpm2: 0.0179', 'Fut8: 0.0161', 'Mgat1: 0.0157', 'St6galnac4: 0.0153', 'Colgalt1: 0.0151', 'St8sia6: 0.0142', 'Ugcg: 0.0136', 'Ncbp2: 0.0133', 'B3gat3: 0.0121', 'St8sia4: 0.0115', 'Chsy1: 0.0115']"
